2019-12-01T05:16:45Z,36.102825,-115.173813
2019-12-01T03:45:33Z,36.096181,-115.175278
2019-12-01T03:45:25Z,36.096183,-115.175270
2019-11-30T19:30:02Z,36.103417,-115.173888
2019-11-30T19:28:48Z,36.103425,-115.173997
2019-11-30T08:20:10Z,36.142500,-115.160500
2019-11-30T07:48:45Z,36.142461,-115.160630
2019-11-30T07:48:32Z,36.142445,-115.160645
2019-11-30T07:37:33Z,36.142500,-115.161100
2019-11-30T06:21:23Z,36.142600,-115.160500
2019-11-30T06:20:13Z,36.142600,-115.160500
2019-11-30T06:19:49Z,36.140800,-115.159400
2019-11-30T06:18:00Z,36.142175,-115.160645
2019-11-30T05:36:34Z,36.142000,-115.160800
2019-11-30T05:22:54Z,36.142400,-115.161811
2019-11-30T05:22:47Z,36.142508,-115.161750
2019-11-30T05:22:43Z,36.142422,-115.161820
2019-11-30T05:22:02Z,36.142342,-115.161842
2019-11-30T05:22:00Z,36.142364,-115.161842
2019-11-30T05:21:48Z,36.142400,-115.161789
2019-11-30T05:21:46Z,36.142525,-115.161728
2019-11-30T05:21:44Z,36.143397,-115.163217
2019-11-30T05:19:10Z,36.142753,-115.162025
2019-11-30T05:11:37Z,36.142600,-115.160800
2019-11-30T05:11:29Z,36.142581,-115.160836
2019-11-30T05:11:24Z,36.142505,-115.161050
2019-11-30T05:11:23Z,36.142505,-115.161050
2019-11-30T05:10:34Z,36.142472,-115.161103
2019-11-30T05:08:18Z,36.142119,-115.161056
2019-11-30T05:08:11Z,36.141525,-115.161086
2019-11-30T05:08:10Z,36.140942,-115.160661
2019-11-30T05:06:01Z,36.142000,-115.160800
2019-11-30T05:05:41Z,36.142025,-115.160775
2019-11-30T05:05:37Z,36.142039,-115.160781
2019-11-30T05:05:36Z,36.142047,-115.160781
2019-11-30T05:05:33Z,36.141997,-115.160805
2019-11-30T05:02:12Z,36.141933,-115.160256
2019-11-29T20:59:47Z,36.122192,-115.167938
2019-11-29T20:52:55Z,36.121670,-115.167708
2019-11-29T20:51:47Z,36.122192,-115.167938
2019-11-29T20:49:20Z,36.122192,-115.167938
2019-11-29T18:48:14Z,36.105930,-115.179558
2019-11-29T18:48:03Z,36.105930,-115.179567
2019-11-29T18:47:59Z,36.105914,-115.179572
2019-11-29T18:47:38Z,36.105975,-115.179550
2019-11-29T18:44:21Z,36.105995,-115.179572
2019-11-29T05:53:01Z,36.096030,-115.174653
2019-11-28T03:13:55Z,36.122550,-115.169328
2019-11-28T03:13:51Z,36.122528,-115.169220
2019-11-28T03:13:48Z,36.122528,-115.169220
2019-11-28T02:59:56Z,36.122528,-115.169220
2019-11-28T02:59:45Z,36.122528,-115.169220
2019-11-27T03:08:10Z,36.122830,-115.166169
2019-11-27T03:08:07Z,36.122830,-115.166169
2019-11-27T02:00:11Z,36.122711,-115.166420
2019-11-26T21:03:04Z,36.122192,-115.167938
2019-11-26T21:02:51Z,36.122192,-115.167938
2019-11-26T01:22:23Z,36.125095,-115.170280
2019-11-26T01:22:15Z,36.125003,-115.170197
2019-11-25T23:07:49Z,36.126700,-115.166862
2019-11-25T23:06:52Z,36.126489,-115.166550
2019-11-25T23:06:38Z,36.126403,-115.166450
2019-11-25T22:37:48Z,36.125908,-115.168647
2019-11-25T22:37:47Z,36.125897,-115.168647
2019-11-25T22:37:46Z,36.125892,-115.168655
2019-11-25T22:37:45Z,36.125900,-115.168655
2019-11-25T22:37:44Z,36.125900,-115.168655
2019-11-25T22:37:44Z,36.125900,-115.168655
2019-11-25T22:37:21Z,36.126200,-115.169000
2019-11-25T22:36:47Z,36.125592,-115.168747
2019-11-25T22:36:44Z,36.125706,-115.168738
2019-11-25T22:04:39Z,36.122895,-115.165620
2019-11-25T21:44:37Z,36.122928,-115.165680
2019-11-25T21:44:35Z,36.122928,-115.165680
2019-11-25T21:44:21Z,36.122875,-115.165992
2019-11-25T21:44:11Z,36.122875,-115.165992
2019-11-25T21:43:58Z,36.122875,-115.165992
2019-11-25T21:39:17Z,36.122222,-115.170517
2019-11-25T20:59:52Z,36.118942,-115.176047
2019-11-25T19:49:19Z,36.102986,-115.173347
2019-11-25T19:49:18Z,36.103000,-115.173247
2019-11-25T19:02:50Z,36.095481,-115.175653
2019-11-25T18:57:38Z,36.095858,-115.175287
