2020-03-30 14:12:19,40.728808,-73.996106
2020-03-30 14:20:10,40.728656,-73.998790
2020-03-30 14:32:02,40.727160,-73.996044
2020-03-30 14:41:18,40.725468,-73.995701
2020-03-30 14:43:48,40.721983,-74.003248
2020-03-30 14:49:23,40.721332,-74.004535
2020-03-30 15:37:13,40.712115,-74.005764
2020-03-30 15:42:00,40.711887,-74.006150
2020-03-30 15:51:40,40.710944,-74.002933
2020-03-30 17:01:19,40.706225,-74.009415
2020-03-30 18:10:01,40.706485,-74.010359
2020-03-30 18:12:37,40.706063,-74.010230
2020-03-30 18:19:40,40.705882,-74.010093
2020-03-31 11:19:19,40.702006,-74.015375
2020-03-31 11:28:34,40.702347,-74.015847
2020-03-31 11:33:53,40.702347,-74.015847
2020-03-31 11:48:12,40.702591,-74.016426
2020-03-31 11:52:50,40.701420,-74.015531
2020-03-31 12:02:19,40.701257,-74.015016
2020-03-31 14:01:03,40.768538,-73.977133
2020-03-31 14:23:19,40.768559,-73.975680
2020-03-31 14:36:19,40.768559,-73.975680
2020-03-31 14:49:28,40.771647,-73.972676
2020-03-31 15:01:39,40.778417,-73.967884
2020-03-31 15:12:12,40.779487,-73.963623
2020-03-31 15:19:45,40.789947,-73.960867
2020-03-31 16:12:29,40.796404,-73.951393
